"","mi","ni"
"1",13.9570830172766,6.98412698412698
"2",13.9617836614596,7.02269481619221
"3",13.9662434500472,7.06126112261571
"4",13.9704622066219,7.09982437781613
"5",13.9744397643009,7.13838305633279
"6",13.9781759657424,7.17693563288606
"7",13.9816706631522,7.2154805824377
"8",13.9849237182893,7.25401638025115
"9",13.9879350024713,7.29254150195188
"10",13.9907043965799,7.33105442358769
"11",13.993231791065,7.36955362168898
"12",13.9955170859497,7.40803757332899
"13",13.9975601908337,7.4465047561841
"14",13.9993610248972,7.48495364859401
"15",14.0009195169038,7.52338272962194
"16",14.0022356052039,7.56179047911478
"17",14.0033092377363,7.60017537776328
"18",14.004140372031,7.63853590716207
"19",14.0047289752106,7.67687054986978
"20",14.0050750239914,7.71517778946905
"21",14.0051785046848,7.75345611062651
"22",14.0050394131971,7.79170399915273
"23",14.0046577550306,7.82991994206211
"24",14.0040335452827,7.86810242763274
"25",14.0031668086453,7.90624994546619
"26",14.0020575794044,7.94436098654726
"27",14.0007059014382,7.9824340433037
"28",13.9991118282154,8.02046760966577
"29",13.9972754227933,8.0584601811259
"30",13.9951967578154,8.09641025479817
"31",13.9928759155081,8.13431632947776
"32",13.9903129876778,8.17217690570031
"33",13.9875080757073,8.20999048580128
"34",13.9844612905513,8.24775557397519
"35",13.9811727527328,8.28547067633473
"36",13.9776425923375,8.32313430096992
"37",13.9738709490094,8.36074495800712
"38",13.9698579719446,8.39830115966791
"39",13.9656038198861,8.43580142032802
"40",13.9611086611167,8.47324425657602
"41",13.9563726734532,8.51062818727208
"42",13.9513960442387,8.54795173360649
"43",13.9461789703355,8.58521341915818
"44",13.9407216581173,8.62241176995315
"45",13.9350243234611,8.65954531452276
"46",13.9290871917383,8.69661258396191
"47",13.9229104978062,8.73361211198717
"48",13.9164944859986,8.77054243499482
"49",13.9098394101158,8.80740209211866
"50",13.9029455334153,8.84418962528787
"51",13.8958131286005,8.88090357928467
"52",13.8884424778107,8.91754250180186
"53",13.8808338726092,8.95410494350029
"54",13.8729876139725,8.9905894580662
"55",13.8649040122778,9.02699460226843
"56",13.8565833872912,9.06331893601546
"57",13.8480260681545,9.09956102241248
"58",13.8392323933729,9.13571942781811
