"","x","y"
"1",7.27808386501374,2.29913736425908
"2",7.26477916985203,2.29381637634793
"3",7.30537952312716,2.17458684210707
"4",7.24884366421323,2.31944863549623
"5",7.4514459038436,2.27352469259776
"6",7.36868869699791,2.3989930895232
"7",7.45135128774403,2.28173364210839
"8",7.46828955448063,2.46587426535636
"9",7.42144431262249,2.51250210118827
"10",7.40294312278487,2.41858573192283
"11",7.41842302224026,2.47534324072183
"12",7.45271437170446,2.49743430509785
"13",7.53566783729777,2.55104761381367
"14",7.48976978062264,2.44570724914683
"15",7.54423937773893,2.52808084407721
"16",7.60960489265404,2.64810826359724
"17",7.56612886062765,2.60858471026097
"18",7.59908035590654,2.53176109154729
"19",7.68418571662747,2.67703006777196
"20",7.63260768155165,2.76645510753262
"21",7.64313152678305,2.7052379724352
"22",7.66056448582418,2.73788085582556
"23",7.67315343885983,2.81240952852721
"24",7.69381918806311,2.72031249544069
"25",7.67975485061214,2.82087667556033
"26",7.6195059585568,2.76916185215539
"27",7.62386465531482,2.87298194093015
"28",7.70507613861975,2.84553556761043
"29",7.70090620100452,2.84338485190262
"30",7.76080470952997,2.93112783413281
"31",7.74097249864238,2.87488189672639
"32",7.78854904080739,2.93205657328589
"33",7.70664385084465,2.88722654328022
"34",7.80810086034691,2.98915620587535
"35",7.74375656656525,2.95117964081464
"36",7.82726790171858,3.04831875702049
"37",7.75959064788469,2.94652860886554
"38",7.81306027381397,3.08541212376237
"39",7.88142470992036,3.04068325873009
"40",7.89702404705689,3.11011858364602
"41",7.84335752659346,3.12448050058351
"42",7.85813103639907,3.12821140619447
"43",7.79439272670365,3.22357243360926
"44",7.90807117570915,3.17474569072367
"45",7.89833067446534,3.15803942681366
"46",7.86682662696662,3.26543010776627
"47",7.74233326080556,3.23818510834633
"48",7.7518365419032,3.26333502502396
"49",7.82097893518484,3.28429677009289
"50",7.85808697798371,3.25460166260792
"51",7.86362454374395,3.25430872432648
"52",7.7491557649853,3.34052075929144
"53",7.82954338320209,3.32725583072524
"54",7.86867293888258,3.39277567655689
"55",7.77011674424956,3.40838974049438
"56",7.90114650612121,3.34801270546763
"57",7.83639854394431,3.45726506706373
"58",7.82968186837514,3.37744429738805
"59",7.82365501353251,3.41302148084742
"60",7.79080730016789,3.49367839547731
"61",7.84689385040742,3.45221319012098
"62",7.70587294229003,3.51591993896586
"63",7.72291729086511,3.50542702466439
"64",7.75228294075239,3.56099981671227
"65",7.73141135124099,3.57300491735022
"66",7.83990341700771,3.47181483427671
"67",7.7806184286696,3.52157125935218
"68",7.77179180800305,3.58320568714367
"69",7.7824316072375,3.58129699814564
"70",7.72934650708987,3.65153302099368
"71",7.68456933981406,3.57811253333254
"72",7.79453315400815,3.54283612225988
"73",7.72994416610656,3.62986865583687
"74",7.66155935916643,3.62721555007077
"75",7.72246126343822,3.60986184335941
"76",7.73192267943847,3.67240527416799
"77",7.69030821707794,3.70044526547771
"78",7.61192675122304,3.75513003372055
"79",7.60197340239692,3.65724318925055
"80",7.70052693088931,3.7289607762906
"81",7.62279059952669,3.7843254055434
"82",7.64259192228592,3.81923642001629
"83",7.59135052355811,3.82067361589588
"84",7.55113721337908,3.76107631981201
"85",7.53046178556831,3.76200229539171
"86",7.48350362921766,3.83433554155156
"87",7.4341478622949,3.77338262720631
"88",7.55424971316771,3.86935681108574
"89",7.43963558414493,3.89372769365866
"90",7.49091323677695,3.82160723689609
"91",7.35325343672491,3.86010724617167
"92",7.44256563507056,3.96460580625467
"93",7.38381379954435,3.98278026855594
"94",7.36903346164442,3.9032625302229
"95",7.37015715154419,3.93397541309751
"96",7.36228199208979,3.90523710615369
"97",7.22642796822697,3.90397823134198
"98",7.30266436430517,3.88649546484218
"99",7.25497205160623,4.00111132144512
"100",7.23073829874362,4.03875671060768
"101",7.25994477080373,3.96681920732237
"102",7.2154854321773,3.92652874789925
"103",7.10472452091472,3.96425696376589
"104",7.15348022446046,4.00993639873655
"105",7.10819141776576,3.99219444684627
"106",7.03440654083364,3.8932713932496
"107",7.12356019105385,3.9803680996545
"108",7.01299972232015,3.90965363839917
"109",7.01314209509421,3.97428998327663
"110",6.90512083716,3.98296265928092
"111",6.99285580829,3.99401987730343
"112",6.94798066023509,4.03709307150781
"113",6.85923911251284,3.99171123766954
"114",6.86275441228847,4.03474208279987
"115",6.84212735552931,4.04624469752208
"116",6.83095004383817,3.99087192849569
"117",6.79147879934537,4.01215479621449
"118",6.71900766763301,4.00990588816066
"119",6.80160536698303,3.99981509188053
"120",6.72894943019609,4.04464469176398
"121",6.62691429884325,4.01955606675641
"122",6.65654286114446,4.10412102714284
"123",6.62124599670368,3.97411426282221
"124",6.59355517670021,4.08167343697856
"125",6.53232689700014,3.98906094218047
"126",6.50571060693205,4.01206222834924
"127",6.52191933316607,4.00650334046267
"128",6.44183223956126,3.97710692244965
"129",6.3903293756849,3.9700617997511
"130",6.34525197039723,4.00125911487502
"131",6.31356453364898,3.97321368892155
"132",6.26343232797741,4.00702666712248
"133",6.25990557056895,4.01943951738408
"134",6.16860077292037,4.02442749866149
"135",6.22801527025507,4.02125522871499
"136",6.1977320774297,3.94559694820185
"137",6.19341457627661,3.96504149399524
"138",6.04708273481128,4.01230367509808
"139",6.1227213251765,4.07237135068021
"140",6.04561539563868,4.05600537906995
"141",6.01888296236838,4.00439054677683
"142",5.99922116882432,4.00429195701057
"143",5.99636155624556,4.02835002509752
"144",5.92784641400076,4.05329162517559
"145",5.87961275869177,4.04823026060964
"146",5.80077389223761,3.94664433822588
"147",5.83042297710375,3.94611228187881
"148",5.70128952744586,3.9362211140563
"149",5.76048499025537,3.93726459892666
"150",5.76730396582836,3.89852987911083
"151",5.61605435276276,4.00899467257316
"152",5.69284787262069,3.88264629527126
"153",5.58216883889004,3.88602650072583
"154",5.63234801915102,3.93134788323177
"155",5.52111291209693,3.94755440445595
"156",5.44787117356591,3.87659003099243
"157",5.4277390890371,3.91272244098534
"158",5.42421761193374,3.88723753435893
"159",5.34106649483932,3.85062012243241
"160",5.28457706224491,3.88498718026603
"161",5.20409513271866,3.85646343679437
"162",5.20871760031436,3.87871369793706
"163",5.20449024039139,3.77259868173373
"164",5.15801779538342,3.90738050057367
"165",5.07542894524848,3.77870017526827
"166",5.02752762813426,3.796057580893
"167",5.11288932957416,3.81371951494042
"168",4.97804487985512,3.8112354584036
"169",5.00469467978565,3.78345944993948
