"","mi","ni"
"1",13.9570830172766,6.98412698412698
"2",13.9637272473528,7.03924715494182
"3",13.9698793580347,7.09436287213812
"4",13.9755388522421,7.1494696824572
"5",13.9807052726971,7.20456313336002
"6",13.9853782019616,7.25963877338697
"7",13.9895572624706,7.31469215251754
"8",13.993242116563,7.36971882252984
"9",13.9964324665086,7.42471433736005
"10",13.9991280545324,7.47967425346164
"11",14.0013286628354,7.53459413016437
"12",14.0030341136121,7.58946953003316
"13",14.0042442690649,7.64429601922654
"14",14.0049590314152,7.69906916785498
"15",14.0051783429114,7.75378455033876
"16",14.0049021858335,7.80843774576557
"17",14.0041305824945,7.8630243382477
"18",14.0028635952388,7.91753991727888
"19",14.0011013264367,7.97198007809059
"20",13.9988439184768,8.02634042200796
"21",13.9960915537537,8.08061655680521
"22",13.9928444546541,8.13480409706054
"23",13.9891028835381,8.1888986645104
"24",13.9848671427185,8.24289588840332
"25",13.9801375744362,8.296791405853
"26",13.9749145608324,8.35058086219089
"27",13.969198523918,8.40425991131796
"28",13.9629899255393,8.45782421605594
"29",13.9562892673408,8.51126944849769
"30",13.9490970907245,8.56459129035691
"31",13.9414139768065,8.61778543331709
"32",13.9332405463696,8.67084757937954
"33",13.9245774598134,8.72377344121072
"34",13.915425417101,8.77655874248862
"35",13.9057851577023,8.82919921824832
"36",13.8956574605343,8.88169061522652
"37",13.8850431438982,8.93402869220526
"38",13.8739430654132,8.98620922035458
"39",13.8623581219472,9.03822798357421
"40",13.8502892495444,9.09008077883421
"41",13.8377374233499,9.14176341651459
"42",13.8247036575303,9.19327172074378
"43",13.8111890051923,9.2446015297361
"44",13.7971945582976,9.29574869612796
"45",13.7827214475742,9.34670908731302
"46",13.7677708424255,9.39747858577605
"47",13.7523439508356,9.44805308942562
"48",13.7364420192719,9.49842851192559
"49",13.7200663325841,9.54860078302523
"50",13.7032182139005,9.5985658488881
"51",13.6858990245213,9.64831967241962
"52",13.6681101638083,9.69785823359322
"53",13.6498530690719,9.7471775297752
"54",13.6311292154553,9.79627357604807
"55",13.6119401158147,9.84514240553259
"56",13.5922873205976,9.89378006970825
"57",13.5721724177174,9.94218263873233
"58",13.5515970324249,9.99034620175738
"59",13.5305628271771,10.0382668672473
"60",13.5090715015031,10.0859407632916
"61",13.4871247918663,10.1333640379184
"62",13.4647244715246,10.1805328594057
"63",13.4418723503867,10.2274434165909
"64",13.4185702748662,10.2740919191784
"65",13.3948201277323,10.3204745980467
"66",13.3706238279574,10.366587705552
"67",13.3459833305625,10.4124275158316
"68",13.3209006264591,10.4579903251047
"69",13.295377742288,10.5032724519718
"70",13.2694167402561,10.548270237712
"71",13.2430197179694,10.5929800465787
"72",13.2161888082635,10.6373982660934
"73",13.1889261790315,10.6815213073376
"74",13.1612340330487,10.7253456052424
"75",13.1331146077947,10.7688676188773
"76",13.1045701752724,10.8120838317356
"77",13.0756030418248,10.8549907520188
"78",13.0462155479483,10.8975849129189
"79",13.0164100681037,10.9398628728981
"80",12.9861890105244,10.9818212159672
"81",12.9555548170218,11.0234565519618
"82",12.9245099627882,11.0647655168154
"83",12.8930569561962,11.1057447728323
"84",12.8611983385967,11.1463910089563
"85",12.8289366841133,11.1867009410388
"86",12.7962745994342,11.2266713121041
"87",12.7632147236019,11.2662988926125
"88",12.7297597277995,11.3055804807209
"89",12.6959123151353,11.3445129025421
"90",12.6616752204242,11.383093012401
"91",12.6270512099667,11.4213176930884
"92",12.5920430813257,11.4591838561136
"93",12.5566536630998,11.4966884419532
"94",12.5208858146956,11.5338284202987
"95",12.4847424260958,11.5706007903015
"96",12.4482264176266,11.607002580815
"97",12.4113407397209,11.6430308506346
"98",12.3740883726804,11.6786826887359
"99",12.3364723264347,11.7139552145095
"100",12.298495640298,11.7488455779935
"101",12.2601613827237,11.7833509601044
"102",12.2214726510563,11.8174685728645
"103",12.1824325712813,11.8511956596272
"104",12.1430442977726,11.8845294952996
"105",12.1033110130373,11.9174673865631
"106",12.0632359274591,11.9500066720906
"107",12.0228222790386,11.9821447227616
"108",11.9820733331316,12.013878941875
"109",11.9409923821854,12.0452067653583
"110",11.899582745473,12.0761256619752
"111",11.8578477688244,12.1066331335302
"112",11.8157908243566,12.1367267150701
"113",11.7734153102011,12.1664039750832
"114",11.7307246502292,12.1956625156961
"115",11.6877222937756,12.2244999728672
"116",11.6444117153595,12.2529140165777
"117",11.6007964144039,12.2809023510199
"118",11.5568799149529,12.3084627147827
"119",11.512665765387,12.3355928810343
"120",11.4681575381362,12.3622906577023
"121",11.4233588293916,12.3885538876505
"122",11.3782732588148,12.4143804488534
"123",11.332904469245,12.4397682545676
"124",11.2872561264055,12.4647152535005
"125",11.2413319186067,12.4892194299758
"126",11.1951355564485,12.5132788040967
"127",11.1486707725207,12.5368914319056
"128",11.1019413211007,12.5600554055411
"129",11.0549509778508,12.5827688533928
"130",11.0077035395131,12.6050299402514
"131",10.9602028236022,12.6268368674582
"132",10.9124526680975,12.6481878730494
