"","mi","ni"
"1",13.9570830172766,6.98412698412698
"2",13.9602424964432,7.00983039001845
"3",13.9632950269601,7.03553334431764
"4",13.9662405551962,7.06123539544021
"5",13.9690790294007,7.08693609181766
"6",13.9718103997032,7.11263498190534
"7",13.9744346181154,7.13833161419029
"8",13.9769516385315,7.16402553719925
"9",13.979361416729,7.18971629950655
"10",13.9816639103697,7.21540344974203
"11",13.9838590790003,7.24108653659903
"12",13.985946884053,7.26676510884225
"13",13.9879272888464,7.29243871531573
"14",13.9898002585862,7.31810690495074
"15",13.9915657603654,7.34376922677373
"16",13.9932237631654,7.36942522991423
"17",13.994774237856,7.39507446361281
"18",13.9962171571965,7.42071647722895
"19",13.9975524958357,7.446350820249
"20",13.9987802303125,7.47197704229407
"21",13.9999003390564,7.49759469312793
"22",14.0009128023879,7.52320332266499
"23",14.0018176025186,7.5488024809781
"24",14.0026147235518,7.57439171830657
"25",14.0033041514826,7.59997058506397
"26",14.0038858741981,7.62553863184609
"27",14.0043598814778,7.65109540943883
"28",14.0047261649939,7.67664046882608
"29",14.0049847183108,7.70217336119759
"30",14.005135536886,7.7276936379569
"31",14.0051786180697,7.7532008507292
"32",14.0051139611049,7.77869455136917
"33",14.0049415671278,7.80417429196895
"34",14.0046614391671,7.82963962486588
"35",14.0042735821444,7.85509010265049
"36",14.0037780028743,7.88052527817428
"37",14.0031747100636,7.90594470455761
"38",14.0024637143119,7.93134793519752
"39",14.0016450281109,7.95673452377562
"40",14.0007186658444,7.98210402426592
"41",13.9996846437879,8.00745599094263
"42",13.9985429801086,8.03278997838803
"43",13.9972936948648,8.05810554150028
"44",13.9959368100056,8.08340223550126
"45",13.9944723493706,8.10867961594434
"46",13.9929003386895,8.13393723872225
"47",13.9912208055813,8.15917466007482
"48",13.9894337795546,8.18439143659681
"49",13.9875392920061,8.20958712524572
"50",13.9855373762207,8.23476128334953
"51",13.983428067371,8.2599134686145
"52",13.9812114025159,8.28504323913294
"53",13.978887420601,8.31015015339097
"54",13.9764561624571,8.33523377027629
"55",13.9739176707998,8.3602936490859
"56",13.9712719902288,8.3853293495339
"57",13.968519167227,8.41034043175914
"58",13.9656592501597,8.43532645633303
"59",13.9626922892738,8.46028698426722
"60",13.959618336697,8.48522157702131
"61",13.9564374464365,8.51012979651058
"62",13.9531496743785,8.53501120511365
"63",13.9497550782872,8.55986536568021
"64",13.9462537178034,8.58469184153867
"65",13.9426456544436,8.60949019650385
"66",13.9389309515994,8.63425999488462
"67",13.9351096745355,8.65900080149159
"68",13.9311818903894,8.68371218164474
"69",13.9271476681698,8.70839370118102
"70",13.9230070787552,8.73304492646205
"71",13.9187601948932,8.75766542438167
"72",13.9144070911988,8.78225476237361
"73",13.9099478441533,8.80681250841904
"74",13.9053825321027,8.83133823105419
"75",13.9007112352566,8.8558314993779
"76",13.8959340356867,8.88029188305924
"77",13.8910510173253,8.90471895234502
"78",13.8860622659639,8.92911227806738
"79",13.8809678692516,8.9534714316513
"80",13.8757679166938,8.97779598512215
"81",13.8704624996502,9.00208551111319
"82",13.8650517113335,9.0263395828731
"83",13.859535646808,9.05055777427348
"84",13.8539144029872,9.07473965981629
"85",13.8481880786327,9.09888481464139
"86",13.8423567743525,9.12299281453398
"87",13.8364205925988,9.14706323593202
"88",13.8303796376664,9.17109565593371
"89",13.824234015691,9.19508965230493
"90",13.8179838346474,9.21904480348662
"91",13.811629204347,9.2429606886022
"92",13.8051702364367,9.26683688746499
"93",13.7986070443965,9.29067298058554
"94",13.7919397435372,9.31446854917908
"95",13.7851684509992,9.33822317517277
"96",13.7782932857496,9.36193644121316
"97",13.7713143685808,9.38560793067344
"98",13.7642318221077,9.40923722766078
"99",13.7570457707661,9.43282391702368
"100",13.7497563408104,9.45636758435918
"101",13.7423636603111,9.47986781602022
"102",13.7348678591529,9.50332419912288
"103",13.7272690690321,9.52673632155362
"104",13.7195674234547,9.55010377197653
"105",13.7117630577335,9.57342613984057
"106",13.7038561089862,9.59670301538675
"107",13.6958467161328,9.61993398965537
"108",13.6877350198933,9.64311865449319
"109",13.6795211627848,9.66625660256057
"110",13.6712052891196,9.68934742733868
"111",13.6627875450021,9.71239072313661
"112",13.6542680783268,9.73538608509849
"113",13.6456470387752,9.75833310921063
"114",13.6369245778134,9.78123139230861
"115",13.6281008486893,9.80408053208433
"116",13.6191760064303,9.82688012709315
"117",13.6101502078401,9.84962977676086
"118",13.6010236114961,9.87232908139078
"119",13.5917963777468,9.89497764217074
"120",13.5824686687086,9.91757506118014
"121",13.5730406482635,9.94012094139687
"122",13.5635124820557,9.96261488670436
"123",13.5538843374889,9.98505650189847
"124",13.5441563837235,10.0074453926945
"125",13.5343287916732,10.029781165734
"126",13.5244017340026,10.0520634285919
"127",13.5143753851237,10.0742917897832
"128",13.5042499211929,10.0964658587699
"129",13.4940255201082,10.1185852459678
"130",13.4837023615056,10.1406495627537
"131",13.4732806267565,10.1626584214716
"132",13.4627604989639,10.1846114354401
"133",13.4521421629598,10.206508218959
"134",13.4414258053015,10.2283483873157
"135",13.4306116142685,10.2501315567927
"136",13.4196997798591,10.2718573446737
"137",13.4086904937872,10.2935253692506
"138",13.397583949479,10.3151352498301
"139",13.3863803420692,10.3366866067405
"140",13.375079868398,10.3581790613385
"141",13.3636827270074,10.3796122360155
"142",13.3521891181379,10.4009857542043
"143",13.3405992437247,10.422299240386
"144",13.3289133073946,10.4435523200965
