"","x","y"
"1",7.20600260543767,2.23306378453092
"2",7.16174300149506,2.32634618331135
"3",7.27311384561189,2.28069870769009
"4",7.40885141393766,2.38728163338439
"5",7.3776799450175,2.28660080578998
"6",7.29340921597571,2.26364714830365
"7",7.45444940286128,2.35480197509646
"8",7.42005277181753,2.31843128418931
"9",7.40881872438471,2.43074903477544
"10",7.32524491498536,2.38823277493813
"11",7.37893909051128,2.41911208321096
"12",7.41994919137846,2.46195827929215
"13",7.41614667791278,2.44766680185834
"14",7.58156409860054,2.52858705134514
"15",7.48789362370543,2.40599702464211
"16",7.49150078203986,2.60944999521321
"17",7.5318428560678,2.45427061557416
"18",7.5431397077055,2.58131557173603
"19",7.48386345669504,2.52590339679865
"20",7.59854758225441,2.51119901794446
"21",7.54820898431117,2.53527737015181
"22",7.57006244180322,2.57956221133819
"23",7.53007736124873,2.63544560490139
"24",7.61612095559882,2.67634173975064
"25",7.6076136546614,2.62498491532197
"26",7.51468270752847,2.65718116593502
"27",7.57224273644856,2.68447703560529
"28",7.66299936113592,2.70715312960929
"29",7.60878586996721,2.71439710708632
"30",7.6564344620678,2.68020367102046
"31",7.71929931583058,2.76364385424967
"32",7.66127584367602,2.77042169218289
"33",7.74763181179341,2.80792332100027
"34",7.58729175916625,2.69723842921719
"35",7.68252956398122,2.76752661874066
"36",7.69230461219941,2.82409383137616
"37",7.7661330726596,2.8747975198768
"38",7.68020385387205,2.85070158437158
"39",7.71793230477823,2.81808145291431
"40",7.74856653517055,2.90313031367686
"41",7.74243197205455,2.77720358085169
"42",7.70541172748972,2.94355650162487
"43",7.67237539016695,2.94373253525393
"44",7.73951758617987,2.96723318884762
"45",7.8470292245588,2.93318020826727
"46",7.77423595876985,2.88268055168021
"47",7.72559464131423,3.05179567489202
"48",7.77977068915798,2.97784413418828
"49",7.76740547125363,2.99342570986123
"50",7.79666901364618,3.03845090502166
"51",7.80250540634862,3.00561429539322
"52",7.85251938981498,3.11176864345024
"53",7.84341380075639,3.09280557065213
"54",7.7785048738298,3.07866107578861
"55",7.75616258314985,3.10489857427524
"56",7.80266693182067,3.07073232737599
"57",7.84952214059411,3.21581340879502
"58",7.80758378059268,3.14582581042259
"59",7.83552846892467,3.15697123900968
"60",7.89846101629478,3.13354779364774
"61",7.84556421721761,3.09142449726563
"62",7.78357028652453,3.22974221231328
"63",7.78668503514909,3.22279786714429
"64",7.80671278267164,3.22338041911626
"65",7.86408980807877,3.26144551310985
"66",7.83469977999104,3.26555400603038
"67",7.80862484027248,3.30636795007907
"68",7.85255121134992,3.20272750891083
"69",7.89295491574354,3.27578222636126
"70",7.79173838586841,3.27146655873078
"71",7.83020880717787,3.24002160214109
"72",7.77855650281937,3.20747641382699
"73",7.8577735712688,3.31371415300205
"74",7.84062919083763,3.29207004443927
"75",7.84733122002833,3.39336067256133
"76",7.90423194541824,3.40012816113841
"77",7.76857039218672,3.38818127239324
"78",7.78072917780925,3.3786856556782
"79",7.85584696090495,3.40997783482316
"80",7.82082888283916,3.44490631057168
"81",7.79872897410686,3.33781371170037
"82",7.83197177211281,3.50405820558089
"83",7.86725053863597,3.40589995731965
"84",7.81137606184559,3.39871780763062
"85",7.77337802579886,3.50852559853033
"86",7.81235632126381,3.54686345180861
"87",7.79363478084378,3.54704430499199
"88",7.84754562305324,3.53045962459564
"89",7.69347205103214,3.50354508717277
"90",7.84386037104417,3.5184456668674
"91",7.82722562135912,3.61052894910991
"92",7.81939506209505,3.46141547295004
"93",7.82221647743366,3.49737791249868
"94",7.69024294066207,3.59812564719023
"95",7.78944194784678,3.49162952938478
"96",7.72306408515345,3.55613168201434
"97",7.72078222534074,3.63171958990064
"98",7.75764325394826,3.62676826528078
"99",7.7680784162711,3.63599907109523
"100",7.6718926679504,3.54876148494912
"101",7.70344862088007,3.67555312289321
"102",7.57985376124356,3.67345474554107
"103",7.7555941154541,3.7027490820069
"104",7.72752068780754,3.72620296187754
"105",7.64316571009411,3.69007749599664
"106",7.68639622000282,3.65170486650158
"107",7.68686916346614,3.70547409356455
"108",7.64309435134184,3.71164717491915
"109",7.60810183750118,3.69621564138388
"110",7.71281581056375,3.69374869204383
"111",7.61324520410527,3.74974418241636
"112",7.66202831490534,3.82632969411555
"113",7.62319561842345,3.76819523737379
"114",7.5892572408319,3.82432942299954
"115",7.62748772457684,3.81706080837895
"116",7.58636938276642,3.88386970288001
"117",7.58215247785128,3.7638506591022
"118",7.51284380535576,3.82679216505174
"119",7.55693645879622,3.81550560295486
"120",7.47620218032922,3.74761235408651
"121",7.5975915543949,3.77297646925711
"122",7.47874053717584,3.85684813856623
"123",7.52951977684727,3.80184548568929
"124",7.44832926008304,3.85865944472144
"125",7.44533854523473,3.84848723309892
"126",7.48873498456428,3.88188410775831
"127",7.42619159605994,3.81745684350862
"128",7.45601795812726,3.82233047246253
"129",7.40459380597532,3.88025889242966
"130",7.43747273778973,3.82984370706246
"131",7.34709926456785,3.8698908017064
"132",7.34633927797803,3.90677141800161
"133",7.41119350953163,3.98541312150247
"134",7.3974717472907,3.92515652498172
"135",7.33717923379321,4.00418668466754
"136",7.25631134863039,3.94592662728433
"137",7.28961114736213,3.92776031630562
"138",7.29443255600362,3.90605337038433
"139",7.25423275143562,3.87566213691302
"140",7.15438940118352,3.85485954569843
"141",7.28188560584787,3.97542809145238
"142",7.27324686018285,3.95954936089829
"143",7.17028258959179,3.95887865388581
"144",7.19263727201975,3.94256599053889
"145",7.12048500589363,3.96748521133933
"146",7.10580066550839,3.91922593928908
"147",7.10220792770288,3.98693824163234
"148",7.08346068318692,4.00652189338243
"149",7.04928172554041,3.97561887530519
"150",7.08100825112611,3.97650766158217
"151",7.12777323517623,3.99717265462587
"152",6.97767486189599,3.97426729161842
"153",7.00470123089001,4.05788862585766
"154",6.98679158597784,4.06089664386491
"155",6.91617619287973,4.03438013473125
"156",6.95888604761576,3.98430827468445
"157",6.93552152839776,4.0972296100015
"158",6.96740717753261,3.97692572935565
"159",6.85467825944592,4.09589525835878
"160",6.85644245916528,3.9935802981041
"161",6.81621376394062,4.04587198186559
"162",6.77603370280543,4.04975843881432
"163",6.80309614902245,4.10270941669775
"164",6.7881632614467,4.03173646577697
"165",6.83269574468431,4.06945217945979
"166",6.60797959960353,4.01037734522182
"167",6.68485513844858,4.02370079659903
"168",6.75807296785623,4.04120233072289
"169",6.63246604994261,4.08353169604627
"170",6.61410124162722,3.97094844436194
"171",6.66698204256559,4.01548737047298
"172",6.60914385074431,4.08259365518351
"173",6.53762560122991,3.97164685807623
"174",6.56410857035556,4.00132525790155
"175",6.54985161747428,4.06481267017902
"176",6.53031536085474,4.03473673377443
"177",6.63256869538716,4.03561311394144
"178",6.44976480058877,4.02381275147251
"179",6.41713834260255,4.00428086619969
"180",6.46512835148525,4.09463615128543
"181",6.36802399344034,4.03429096387984
"182",6.43300871656246,4.03722719269143
"183",6.35586089954553,4.01633816426514
"184",6.28866525823739,4.05244010088872
"185",6.29261184713981,4.02843949933014
"186",6.32187157677331,4.06628659302752
"187",6.22401170883077,4.13876714940274
"188",6.28421658908951,3.98024385752067
"189",6.24426097768255,4.05148119394079
"190",6.20993665590637,3.99547038408855
"191",6.17331189525732,3.95889079967381
"192",6.17818744939606,4.06111087100928
"193",6.13787627522439,3.98486507486219
"194",6.08436260945666,3.9870938543597
"195",6.09157912087305,3.9660877960875
"196",6.05723585948438,4.02399845032607
"197",6.03718298910751,3.97022223189938
"198",5.96408276012851,4.09223548732486
"199",5.9646674308059,3.9488072552254
"200",5.94928861094449,4.02804531893709
"201",5.89111826826538,4.01930319525941
"202",5.81916627406627,4.00842063272421
"203",5.79885628101872,3.97690517785119
"204",5.92939051437442,3.93451433282136
"205",5.83176075860375,3.96339513801408
"206",5.77218053581465,3.92889014926885
